p0,k,tau,p0_err,k_err,tau_err,r2,rmse,max_abs_residual
0.5518437003425107,0.02157938179055521,3058.3477549581744,8.23479735682321e-05,0.003295938131186996,588.4470359088236,0.9991131742149885,0.00010008123614750627,0.00015629965748931163
