method,fpr,tpr,auc
One-Class SVM,0.07348784624081402,0.19968304278922344,0.3426201736366494
One-Class SVM,0.07574901074053138,0.19968304278922344,0.3426201736366494
One-Class SVM,0.07574901074053138,0.20126782884310618,0.3426201736366494
One-Class SVM,0.07687959299039004,0.20126782884310618,0.3426201736366494
One-Class SVM,0.07687959299039004,0.20285261489698891,0.3426201736366494
One-Class SVM,0.08140192198982477,0.20285261489698891,0.3426201736366494
One-Class SVM,0.08140192198982477,0.20443740095087162,0.3426201736366494
One-Class SVM,0.08422837761447145,0.20443740095087162,0.3426201736366494
One-Class SVM,0.08422837761447145,0.20602218700475436,0.3426201736366494
One-Class SVM,0.0847936687394008,0.20602218700475436,0.3426201736366494
One-Class SVM,0.0847936687394008,0.2091917591125198,0.3426201736366494
One-Class SVM,0.08592425098925947,0.2091917591125198,0.3426201736366494
One-Class SVM,0.08592425098925947,0.21077654516640254,0.3426201736366494
One-Class SVM,0.09214245336348219,0.21077654516640254,0.3426201736366494
One-Class SVM,0.09214245336348219,0.21394611727416799,0.3426201736366494
One-Class SVM,0.09270774448841153,0.21394611727416799,0.3426201736366494
One-Class SVM,0.09270774448841153,0.21553090332805072,0.3426201736366494
One-Class SVM,0.0966647823629169,0.21553090332805072,0.3426201736366494
One-Class SVM,0.0966647823629169,0.21870047543581617,0.3426201736366494
One-Class SVM,0.09723007348784624,0.21870047543581617,0.3426201736366494
One-Class SVM,0.09723007348784624,0.2218700475435816,0.3426201736366494
One-Class SVM,0.10344827586206896,0.2218700475435816,0.3426201736366494
One-Class SVM,0.10344827586206896,0.22345483359746435,0.3426201736366494
One-Class SVM,0.1040135669869983,0.22345483359746435,0.3426201736366494
One-Class SVM,0.1040135669869983,0.22503961965134706,0.3426201736366494
One-Class SVM,0.11136235161107971,0.22503961965134706,0.3426201736366494
One-Class SVM,0.11136235161107971,0.2266244057052298,0.3426201736366494
One-Class SVM,0.11192764273600904,0.2266244057052298,0.3426201736366494
One-Class SVM,0.11192764273600904,0.22820919175911253,0.3426201736366494
One-Class SVM,0.11362351611079706,0.22820919175911253,0.3426201736366494
One-Class SVM,0.11362351611079706,0.22979397781299524,0.3426201736366494
One-Class SVM,0.11758055398530243,0.22979397781299524,0.3426201736366494
One-Class SVM,0.11758055398530243,0.23137876386687797,0.3426201736366494
One-Class SVM,0.12323346523459582,0.23137876386687797,0.3426201736366494
One-Class SVM,0.12323346523459582,0.23454833597464342,0.3426201736366494
One-Class SVM,0.12719050310910118,0.23454833597464342,0.3426201736366494
One-Class SVM,0.12719050310910118,0.23771790808240886,0.3426201736366494
One-Class SVM,0.13114754098360656,0.23771790808240886,0.3426201736366494
One-Class SVM,0.13114754098360656,0.2393026941362916,0.3426201736366494
One-Class SVM,0.1317128321085359,0.2393026941362916,0.3426201736366494
One-Class SVM,0.1317128321085359,0.24088748019017434,0.3426201736366494
One-Class SVM,0.13566986998304126,0.24088748019017434,0.3426201736366494
One-Class SVM,0.13566986998304126,0.24247226624405704,0.3426201736366494
One-Class SVM,0.143583945732052,0.24247226624405704,0.3426201736366494
One-Class SVM,0.143583945732052,0.24405705229793978,0.3426201736366494
One-Class SVM,0.14584511023176935,0.24405705229793978,0.3426201736366494
One-Class SVM,0.14584511023176935,0.24564183835182252,0.3426201736366494
One-Class SVM,0.14867156585641605,0.24564183835182252,0.3426201736366494
One-Class SVM,0.14867156585641605,0.24722662440570523,0.3426201736366494
One-Class SVM,0.1492368569813454,0.24722662440570523,0.3426201736366494
One-Class SVM,0.1492368569813454,0.24881141045958796,0.3426201736366494
One-Class SVM,0.1520633126059921,0.24881141045958796,0.3426201736366494
One-Class SVM,0.1520633126059921,0.2519809825673534,0.3426201736366494
One-Class SVM,0.15488976823063877,0.2519809825673534,0.3426201736366494
One-Class SVM,0.15488976823063877,0.25356576862123614,0.3426201736366494
One-Class SVM,0.1554550593555681,0.25356576862123614,0.3426201736366494
One-Class SVM,0.1554550593555681,0.2551505546751189,0.3426201736366494
One-Class SVM,0.1565856416054268,0.2551505546751189,0.3426201736366494
One-Class SVM,0.1565856416054268,0.25673534072900156,0.3426201736366494
One-Class SVM,0.1582815149802148,0.25673534072900156,0.3426201736366494
