mean_miss_dist_km,std_miss_dist_km,min_miss_dist_km,max_miss_dist_km,mean_fuel_kg,mean_reward,capture_rate_pct,mean_steps,architecture,train_time_sec,convergence_step,oscillation_index,final_mean_reward,peak_mean_reward,inference_mean_us,inference_median_us,inference_p99_us,inference_throughput_hz,inference_hardware,inference_n_trials,final_value_loss,peak_value_loss,final_explained_variance,final_entropy,final_approx_kl,final_std
378784062.56383145,354081.72480449645,378301028.220494,379317567.0893281,271.5267042238763,11294.074075809676,0.0,11040.0,Feed-Forward MLP (PPO Baseline),8.405401229858398,52440,0.18171403082527512,-2072.858065733333,-0.35536572337150574,6.62731,5.875,12.25132999999996,150890.78374181985,Darwin (arm64),500,239.39386520385742,275.3845603942871,0.0852779746055603,-4.210656309127808,0.005557518918067217,0.9835699200630188
376941188.5199684,307504.3183642991,376435655.9553457,377510938.30399233,274.1424678121383,7868.373125452663,0.0,11040.0,Recurrent LSTM (RecurrentPPO / POMDP),83.9109718799591,52440,0.14683446065920783,-3443.459064933333,-0.30518339574337006,12.340138,11.917,19.595659999999988,81036.3709060628,Darwin (arm64),500,322.6216293334961,445.3881711324056,0.6202932596206665,-4.2232072671254475,0.007898624055087566,0.9886372685432434
