run,step,metric,value
PPO_3,1244760,explained_variance,0.0
PPO_3,1247520,explained_variance,-1.1920928955078125e-07
PPO_3,1250280,explained_variance,0.005844831466674805
PPO_3,1253040,explained_variance,0.007737278938293457
PPO_3,1255800,explained_variance,5.960464477539063e-08
PPO_3,1261320,explained_variance,0.006097674369812012
PPO_3,1264080,explained_variance,0.00779956579208374
PPO_3,1266840,explained_variance,1.7881393432617188e-07
PPO_3,1269600,explained_variance,0.0
PPO_3,1275120,explained_variance,0.007852554321289062
PPO_3,1277880,explained_variance,5.960464477539063e-08
PPO_3,1280640,explained_variance,0.0
PPO_3,1283400,explained_variance,0.006463527679443359
PPO_3,1286160,explained_variance,0.008009076118469238
PPO_3,1291680,explained_variance,0.0
PPO_3,1294440,explained_variance,0.006468534469604492
PPO_3,1297200,explained_variance,0.008038938045501709
PPO_3,1299960,explained_variance,0.0
PPO_3,1302720,explained_variance,0.0
PPO_3,1308240,explained_variance,0.008159637451171875
PPO_3,1311000,explained_variance,0.0
PPO_3,1313760,explained_variance,5.960464477539063e-08
PPO_3,1316520,explained_variance,0.006572067737579346
PPO_3,1319280,explained_variance,0.0082588791847229
PPO_3,1324800,explained_variance,-1.1920928955078125e-07
PPO_3,1327560,explained_variance,0.006736814975738525
PPO_3,1330320,explained_variance,0.008386611938476562
PPO_3,1333080,explained_variance,0.0
PPO_3,1338600,explained_variance,0.006813526153564453
PPO_3,5520,entropy,-4.238177299499512
PPO_3,8280,entropy,-4.195104122161865
PPO_3,11040,entropy,-4.1776299476623535
PPO_3,13800,entropy,-4.181650161743164
PPO_3,16560,entropy,-4.181879997253418
PPO_3,22080,entropy,-4.154544353485107
PPO_3,24840,entropy,-4.139005184173584
PPO_3,27600,entropy,-4.138277530670166
PPO_3,30360,entropy,-4.136333465576172
PPO_3,33120,entropy,-4.123839855194092
PPO_3,38640,entropy,-4.108486175537109
PPO_3,41400,entropy,-4.105868816375732
PPO_3,44160,entropy,-4.071074962615967
PPO_3,46920,entropy,-4.036430358886719
PPO_3,49680,entropy,-4.035566806793213
PPO_3,55200,entropy,-4.0298614501953125
PPO_3,57960,entropy,-4.022573947906494
PPO_3,60720,entropy,-4.022292137145996
PPO_3,63480,entropy,-4.021358489990234
PPO_3,69000,entropy,-3.9981822967529297
PPO_3,71760,entropy,-3.9968128204345703
PPO_3,74520,entropy,-3.9953558444976807
PPO_3,77280,entropy,-3.9915568828582764
PPO_3,80040,entropy,-3.9945695400238037
PPO_3,85560,entropy,-3.993802547454834
PPO_3,88320,entropy,-3.9873061180114746
PPO_3,91080,entropy,-3.96167254447937
PPO_3,93840,entropy,-3.9595627784729004
PPO_3,96600,entropy,-3.959106922149658
PPO_3,102120,entropy,-3.98689866065979
PPO_3,104880,entropy,-3.9885003566741943
PPO_3,107640,entropy,-3.9898762702941895
PPO_3,110400,entropy,-3.9894537925720215
PPO_3,113160,entropy,-3.9785170555114746
PPO_3,118680,entropy,-3.977125406265259
PPO_3,121440,entropy,-3.974844455718994
PPO_3,124200,entropy,-3.977562665939331
PPO_3,126960,entropy,-3.9780850410461426
PPO_3,132480,entropy,-3.9768526554107666
PPO_3,135240,entropy,-3.974959135055542
PPO_3,138000,entropy,-3.9746804237365723
PPO_3,140760,entropy,-3.9765050411224365
PPO_3,143520,entropy,-3.9810891151428223
PPO_3,149040,entropy,-3.9852230548858643
PPO_3,151800,entropy,-3.985058307647705
PPO_3,154560,entropy,-3.985468626022339
PPO_3,157320,entropy,-4.002087593078613
PPO_3,160080,entropy,-4.003530502319336
PPO_3,165600,entropy,-4.025434494018555
PPO_3,168360,entropy,-4.050153732299805
PPO_3,171120,entropy,-4.05108118057251
PPO_3,173880,entropy,-4.057638168334961
PPO_3,176640,entropy,-4.081338882446289
PPO_3,182160,entropy,-4.119052886962891
PPO_3,184920,entropy,-4.11923885345459
PPO_3,187680,entropy,-4.116220474243164
PPO_3,190440,entropy,-4.126317977905273
PPO_3,195960,entropy,-4.128483295440674
PPO_3,198720,entropy,-4.13667106628418
PPO_3,201480,entropy,-4.161395072937012
PPO_3,204240,entropy,-4.162370681762695
PPO_3,207000,entropy,-4.166117191314697
PPO_3,212520,entropy,-4.163944721221924
PPO_3,215280,entropy,-4.163466930389404
PPO_3,218040,entropy,-4.162444114685059
PPO_3,220800,entropy,-4.168898582458496
PPO_3,223560,entropy,-4.21751594543457
PPO_3,229080,entropy,-4.221155643463135
PPO_3,231840,entropy,-4.2189812660217285
PPO_3,234600,entropy,-4.218914031982422
PPO_3,237360,entropy,-4.219475746154785
PPO_3,240120,entropy,-4.203219890594482
PPO_3,245640,entropy,-4.173967361450195
PPO_3,248400,entropy,-4.173998832702637
PPO_3,251160,entropy,-4.170628547668457
PPO_3,253920,entropy,-4.186570644378662
PPO_3,259440,entropy,-4.188673496246338
PPO_3,262200,entropy,-4.186863422393799
PPO_3,264960,entropy,-4.177491664886475
PPO_3,267720,entropy,-4.200911521911621
PPO_3,270480,entropy,-4.20292329788208
PPO_3,276000,entropy,-4.224335670471191
PPO_3,278760,entropy,-4.219274520874023
PPO_3,281520,entropy,-4.219070911407471
PPO_3,284280,entropy,-4.2176666259765625
PPO_3,287040,entropy,-4.218143939971924
PPO_3,292560,entropy,-4.221869468688965
PPO_3,295320,entropy,-4.223530292510986
PPO_3,298080,entropy,-4.228559970855713
PPO_3,300840,entropy,-4.238277435302734
PPO_3,303600,entropy,-4.239086151123047
PPO_3,309120,entropy,-4.2392897605896
PPO_3,311880,entropy,-4.229682922363281
PPO_3,314640,entropy,-4.229211330413818
PPO_3,317400,entropy,-4.228280067443848
PPO_3,322920,entropy,-4.192907333374023
PPO_3,325680,entropy,-4.191625118255615
PPO_3,328440,entropy,-4.188416957855225
PPO_3,331200,entropy,-4.182424545288086
PPO_3,333960,entropy,-4.183861255645752
PPO_3,339480,entropy,-4.184691429138184
PPO_3,342240,entropy,-4.183951377868652
PPO_3,345000,entropy,-4.177346229553223
PPO_3,347760,entropy,-4.177028179168701
PPO_3,350520,entropy,-4.173586368560791
PPO_3,356040,entropy,-4.17293119430542
PPO_3,358800,entropy,-4.173203945159912
PPO_3,361560,entropy,-4.171318531036377
PPO_3,364320,entropy,-4.16656494140625
PPO_3,367080,entropy,-4.162735939025879
PPO_3,372600,entropy,-4.164480686187744
PPO_3,375360,entropy,-4.167059421539307
PPO_3,378120,entropy,-4.160512924194336
PPO_3,380880,entropy,-4.160159111022949
PPO_3,386400,entropy,-4.185366630554199
PPO_3,389160,entropy,-4.180605411529541
PPO_3,391920,entropy,-4.180245399475098
PPO_3,394680,entropy,-4.182194232940674
PPO_3,397440,entropy,-4.178391933441162
PPO_3,402960,entropy,-4.168529510498047
PPO_3,405720,entropy,-4.165189743041992
PPO_3,408480,entropy,-4.1583051681518555
PPO_3,411240,entropy,-4.149753093719482
PPO_3,414000,entropy,-4.14914608001709
PPO_3,419520,entropy,-4.162238121032715
PPO_3,422280,entropy,-4.142724990844727
PPO_3,425040,entropy,-4.14178991317749
PPO_3,427800,entropy,-4.150596618652344
PPO_3,430560,entropy,-4.160909652709961
PPO_3,436080,entropy,-4.152646541595459
PPO_3,438840,entropy,-4.168221473693848
PPO_3,441600,entropy,-4.194279670715332
PPO_3,444360,entropy,-4.190193176269531
PPO_3,449880,entropy,-4.174953937530518
PPO_3,452640,entropy,-4.137577056884766
PPO_3,455400,entropy,-4.123198509216309
PPO_3,458160,entropy,-4.122720718383789
PPO_3,460920,entropy,-4.123851776123047
PPO_3,466440,entropy,-4.111058712005615
PPO_3,469200,entropy,-4.111202716827393
PPO_3,471960,entropy,-4.108466625213623
PPO_3,474720,entropy,-4.106545925140381
PPO_3,477480,entropy,-4.095607280731201
PPO_3,483000,entropy,-4.093553066253662
PPO_3,485760,entropy,-4.079212188720703
PPO_3,488520,entropy,-4.071843147277832
PPO_3,491280,entropy,-4.071833610534668
PPO_3,494040,entropy,-4.080964088439941
PPO_3,499560,entropy,-4.1234307289123535
PPO_3,502320,entropy,-4.123719692230225
PPO_3,505080,entropy,-4.139388561248779
PPO_3,507840,entropy,-4.1705169677734375
PPO_3,513360,entropy,-4.1527485847473145
PPO_3,516120,entropy,-4.143101692199707
PPO_3,518880,entropy,-4.127614498138428
PPO_3,521640,entropy,-4.131036758422852
PPO_3,524400,entropy,-4.131182670593262
PPO_3,529920,entropy,-4.161825180053711
PPO_3,532680,entropy,-4.154695987701416
PPO_3,535440,entropy,-4.154625415802002
PPO_3,538200,entropy,-4.167326927185059
PPO_3,540960,entropy,-4.1905317306518555
PPO_3,546480,entropy,-4.171612739562988
PPO_3,549240,entropy,-4.167539119720459
PPO_3,552000,entropy,-4.159017562866211
PPO_3,554760,entropy,-4.1390204429626465
PPO_3,557520,entropy,-4.1376776695251465
PPO_3,563040,entropy,-4.195249557495117
PPO_3,565800,entropy,-4.1912617683410645
PPO_3,568560,entropy,-4.190811634063721
PPO_3,571320,entropy,-4.194492816925049
PPO_3,576840,entropy,-4.135169506072998
PPO_3,579600,entropy,-4.132995128631592
PPO_3,582360,entropy,-4.134864330291748
PPO_3,585120,entropy,-4.146547317504883
PPO_3,587880,entropy,-4.138123989105225
PPO_3,593400,entropy,-4.133650302886963
PPO_3,596160,entropy,-4.124294281005859
PPO_3,598920,entropy,-4.121517181396484
PPO_3,601680,entropy,-4.121287822723389
PPO_3,604440,entropy,-4.116510391235352
PPO_3,609960,entropy,-4.070968151092529
PPO_3,612720,entropy,-4.070772647857666
PPO_3,615480,entropy,-4.071446895599365
PPO_3,618240,entropy,-4.073883533477783
PPO_3,621000,entropy,-4.0666279792785645
PPO_3,626520,entropy,-4.061157703399658
PPO_3,629280,entropy,-4.027440547943115
PPO_3,632040,entropy,-4.025340557098389
PPO_3,634800,entropy,-4.025328159332275
PPO_3,640320,entropy,-3.9859747886657715
PPO_3,643080,entropy,-3.9842872619628906
PPO_3,645840,entropy,-3.984395742416382
PPO_3,648600,entropy,-3.9757001399993896
PPO_3,651360,entropy,-3.9606480598449707
PPO_3,656880,entropy,-3.9594132900238037
PPO_3,659640,entropy,-3.953230381011963
PPO_3,662400,entropy,-3.928065538406372
PPO_3,665160,entropy,-3.9250993728637695
PPO_3,667920,entropy,-3.924881935119629
PPO_3,673440,entropy,-3.903549909591675
PPO_3,676200,entropy,-3.8976407051086426
PPO_3,678960,entropy,-3.8973090648651123
PPO_3,681720,entropy,-3.88736891746521
PPO_3,684480,entropy,-3.8479321002960205
PPO_3,690000,entropy,-3.8390109539031982
PPO_3,692760,entropy,-3.8294618129730225
PPO_3,695520,entropy,-3.7888402938842773
PPO_3,698280,entropy,-3.7862942218780518
PPO_3,703800,entropy,-3.7813518047332764
PPO_3,706560,entropy,-3.761890172958374
PPO_3,709320,entropy,-3.7610199451446533
PPO_3,712080,entropy,-3.761080265045166
PPO_3,714840,entropy,-3.766395092010498
PPO_3,720360,entropy,-3.8029937744140625
PPO_3,723120,entropy,-3.8029847145080566
PPO_3,725880,entropy,-3.7975237369537354
PPO_3,728640,entropy,-3.796064615249634
PPO_3,731400,entropy,-3.7905571460723877
PPO_3,736920,entropy,-3.7900571823120117
PPO_3,739680,entropy,-3.8040285110473633
PPO_3,742440,entropy,-3.8008923530578613
PPO_3,745200,entropy,-3.800659656524658
PPO_3,747960,entropy,-3.8062517642974854
PPO_3,753480,entropy,-3.8003089427948
PPO_3,756240,entropy,-3.7984249591827393
PPO_3,759000,entropy,-3.773113965988159
PPO_3,761760,entropy,-3.700972557067871
PPO_3,767280,entropy,-3.6721129417419434
PPO_3,770040,entropy,-3.6603281497955322
PPO_3,772800,entropy,-3.614269256591797
PPO_3,775560,entropy,-3.5783722400665283
PPO_3,778320,entropy,-3.577450752258301
PPO_3,783840,entropy,-3.5294439792633057
PPO_3,786600,entropy,-3.505655288696289
PPO_3,789360,entropy,-3.504206657409668
PPO_3,792120,entropy,-3.5106399059295654
PPO_3,794880,entropy,-3.515779972076416
PPO_3,800400,entropy,-3.4683303833007812
PPO_3,803160,entropy,-3.4692869186401367
PPO_3,805920,entropy,-3.4706294536590576
PPO_3,808680,entropy,-3.472055196762085
PPO_3,811440,entropy,-3.4722115993499756
PPO_3,816960,entropy,-3.4556686878204346
PPO_3,819720,entropy,-3.438324213027954
PPO_3,822480,entropy,-3.438157081604004
PPO_3,825240,entropy,-3.438715934753418
PPO_3,830760,entropy,-3.342951774597168
PPO_3,833520,entropy,-3.341198682785034
PPO_3,836280,entropy,-3.3412601947784424
PPO_3,839040,entropy,-3.301802635192871
PPO_3,841800,entropy,-3.2681171894073486
PPO_3,847320,entropy,-3.265937328338623
PPO_3,850080,entropy,-3.2601449489593506
PPO_3,852840,entropy,-3.2519116401672363
PPO_3,855600,entropy,-3.2514913082122803
PPO_3,858360,entropy,-3.2496025562286377
PPO_3,863880,entropy,-3.245742082595825
PPO_3,866640,entropy,-3.2457098960876465
PPO_3,869400,entropy,-3.2447001934051514
PPO_3,872160,entropy,-3.2400193214416504
PPO_3,874920,entropy,-3.233583450317383
PPO_3,880440,entropy,-3.231433868408203
PPO_3,883200,entropy,-3.223867416381836
PPO_3,885960,entropy,-3.2177796363830566
PPO_3,888720,entropy,-3.217507839202881
PPO_3,894240,entropy,-3.209364175796509
PPO_3,897000,entropy,-3.206317901611328
PPO_3,899760,entropy,-3.2061948776245117
PPO_3,902520,entropy,-3.2090840339660645
PPO_3,905280,entropy,-3.2136130332946777
PPO_3,910800,entropy,-3.208510160446167
PPO_3,913560,entropy,-3.204378366470337
PPO_3,916320,entropy,-3.1884586811065674
PPO_3,919080,entropy,-3.1868302822113037
PPO_3,921840,entropy,-3.186811923980713
PPO_3,927360,entropy,-3.17657732963562
PPO_3,930120,entropy,-3.174041986465454
PPO_3,932880,entropy,-3.1739423274993896
PPO_3,935640,entropy,-3.1791069507598877
PPO_3,938400,entropy,-3.181398630142212
PPO_3,943920,entropy,-3.1746206283569336
PPO_3,946680,entropy,-3.172201156616211
PPO_3,949440,entropy,-3.171893358230591
PPO_3,952200,entropy,-3.1723780632019043
PPO_3,957720,entropy,-3.167637586593628
PPO_3,960480,entropy,-3.1718692779541016
PPO_3,963240,entropy,-3.1716887950897217
PPO_3,966000,entropy,-3.17159366607666
PPO_3,968760,entropy,-3.1865158081054688
PPO_3,974280,entropy,-3.2183032035827637
PPO_3,977040,entropy,-3.218141555786133
PPO_3,979800,entropy,-3.1935842037200928
PPO_3,982560,entropy,-3.161217451095581
PPO_3,985320,entropy,-3.162571668624878
PPO_3,990840,entropy,-3.1472556591033936
PPO_3,993600,entropy,-3.1232643127441406
PPO_3,996360,entropy,-3.1224606037139893
PPO_3,999120,entropy,-3.1224324703216553
PPO_3,1001880,entropy,-3.1200926303863525
PPO_3,1007400,entropy,-3.103235960006714
PPO_3,1010160,entropy,-3.1032023429870605
PPO_3,1012920,entropy,-3.1082122325897217
PPO_3,1015680,entropy,-3.115617513656616
PPO_3,1021200,entropy,-3.112891674041748
PPO_3,1023960,entropy,-3.104383945465088
PPO_3,1026720,entropy,-3.097978115081787
PPO_3,1029480,entropy,-3.0981853008270264
PPO_3,1032240,entropy,-3.0982654094696045
PPO_3,1037760,entropy,-3.0756995677948
PPO_3,1040520,entropy,-3.0752975940704346
PPO_3,1043280,entropy,-3.0752105712890625
PPO_3,1046040,entropy,-3.077303409576416
PPO_3,1048800,entropy,-3.069676160812378
PPO_3,1054320,entropy,-3.067143201828003
PPO_3,1057080,entropy,-3.0631749629974365
PPO_3,1059840,entropy,-3.061131477355957
PPO_3,1062600,entropy,-3.0604376792907715
PPO_3,1065360,entropy,-3.0604360103607178
PPO_3,1070880,entropy,-3.0600497722625732
PPO_3,1073640,entropy,-3.0600082874298096
PPO_3,1076400,entropy,-3.0599191188812256
PPO_3,1079160,entropy,-3.0639889240264893
PPO_3,1084680,entropy,-3.0922634601593018
PPO_3,1087440,entropy,-3.0921947956085205
PPO_3,1090200,entropy,-3.0877230167388916
PPO_3,1092960,entropy,-3.0727033615112305
PPO_3,1095720,entropy,-3.0689215660095215
PPO_3,1101240,entropy,-3.06911039352417
PPO_3,1104000,entropy,-3.064234495162964
PPO_3,1106760,entropy,-3.062929153442383
PPO_3,1109520,entropy,-3.062896966934204
PPO_3,1112280,entropy,-3.064633369445801
PPO_3,1117800,entropy,-3.0741848945617676
PPO_3,1120560,entropy,-3.074033737182617
PPO_3,1123320,entropy,-3.0820600986480713
PPO_3,1126080,entropy,-3.0981311798095703
PPO_3,1128840,entropy,-3.095689058303833
PPO_3,1134360,entropy,-3.094801902770996
PPO_3,1137120,entropy,-3.0970029830932617
PPO_3,1139880,entropy,-3.096884250640869
PPO_3,1142640,entropy,-3.096862316131592
PPO_3,1148160,entropy,-3.1914732456207275
PPO_3,1150920,entropy,-3.1960153579711914
PPO_3,1153680,entropy,-3.195927143096924
PPO_3,1156440,entropy,-3.199951410293579
PPO_3,1159200,entropy,-3.214718818664551
PPO_3,1164720,entropy,-3.2159266471862793
PPO_3,1167480,entropy,-3.213818311691284
PPO_3,1170240,entropy,-3.2011237144470215
PPO_3,1173000,entropy,-3.198755979537964
PPO_3,1175760,entropy,-3.1986641883850098
PPO_3,1181280,entropy,-3.23219895362854
PPO_3,1184040,entropy,-3.2297589778900146
PPO_3,1186800,entropy,-3.229564905166626
PPO_3,1189560,entropy,-3.2248263359069824
PPO_3,1192320,entropy,-3.2033448219299316
PPO_3,1197840,entropy,-3.2003185749053955
PPO_3,1200600,entropy,-3.19350528717041
PPO_3,1203360,entropy,-3.187008857727051
PPO_3,1206120,entropy,-3.188293695449829
PPO_3,1211640,entropy,-3.1872987747192383
PPO_3,1214400,entropy,-3.1847922801971436
PPO_3,1217160,entropy,-3.1819560527801514
PPO_3,1219920,entropy,-3.1818158626556396
PPO_3,1222680,entropy,-3.1823060512542725
PPO_3,1228200,entropy,-3.195291757583618
PPO_3,1230960,entropy,-3.1951749324798584
PPO_3,1233720,entropy,-3.2005231380462646
PPO_3,1236480,entropy,-3.217973232269287
PPO_3,1239240,entropy,-3.2146284580230713
PPO_3,1244760,entropy,-3.21237850189209
PPO_3,1247520,entropy,-3.209806442260742
PPO_3,1250280,entropy,-3.210169792175293
PPO_3,1253040,entropy,-3.210198402404785
PPO_3,1255800,entropy,-3.204449415206909
PPO_3,1261320,entropy,-3.1585755348205566
PPO_3,1264080,entropy,-3.158310651779175
PPO_3,1266840,entropy,-3.1702210903167725
PPO_3,1269600,entropy,-3.1928465366363525
PPO_3,1275120,entropy,-3.189619779586792
PPO_3,1277880,entropy,-3.195937156677246
PPO_3,1280640,entropy,-3.216688871383667
PPO_3,1283400,entropy,-3.2161595821380615
PPO_3,1286160,entropy,-3.216017723083496
PPO_3,1291680,entropy,-3.2047107219696045
PPO_3,1294440,entropy,-3.203490972518921
PPO_3,1297200,entropy,-3.2035183906555176
PPO_3,1299960,entropy,-3.204711437225342
PPO_3,1302720,entropy,-3.2021687030792236
PPO_3,1308240,entropy,-3.1926863193511963
PPO_3,1311000,entropy,-3.1971209049224854
PPO_3,1313760,entropy,-3.2207555770874023
PPO_3,1316520,entropy,-3.215545892715454
PPO_3,1319280,entropy,-3.215156078338623
PPO_3,1324800,entropy,-3.2378458976745605
PPO_3,1327560,entropy,-3.242300271987915
PPO_3,1330320,entropy,-3.2425537109375
PPO_3,1333080,entropy,-3.242295503616333
PPO_3,1338600,entropy,-3.2312614917755127
PPO_3,5520,approx_kl,0.007228309754282236
PPO_3,8280,approx_kl,0.00876981858164072
PPO_3,11040,approx_kl,0.009115750901401043
PPO_3,13800,approx_kl,0.0063014947809278965
PPO_3,16560,approx_kl,2.4640906204353996e-08
PPO_3,22080,approx_kl,0.011670458130538464
PPO_3,24840,approx_kl,0.0032696782145649195
PPO_3,27600,approx_kl,3.995238806453472e-09
PPO_3,30360,approx_kl,0.00551265524700284
PPO_3,33120,approx_kl,0.012134801596403122
PPO_3,38640,approx_kl,2.768592288759919e-08
PPO_3,41400,approx_kl,0.00476042041555047
PPO_3,44160,approx_kl,0.007159452419728041
PPO_3,46920,approx_kl,0.014520618133246899
PPO_3,49680,approx_kl,1.1940365141072107e-07
PPO_3,55200,approx_kl,0.007592807989567518
PPO_3,57960,approx_kl,0.01344671193510294
PPO_3,60720,approx_kl,9.82180949904432e-08
PPO_3,63480,approx_kl,0.00613156845793128
PPO_3,69000,approx_kl,0.04361412301659584
PPO_3,71760,approx_kl,2.547817757658777e-06
PPO_3,74520,approx_kl,0.005498439073562622
PPO_3,77280,approx_kl,0.002810997888445854
PPO_3,80040,approx_kl,0.008854891173541546
PPO_3,85560,approx_kl,0.0047640143893659115
PPO_3,88320,approx_kl,0.004578720778226852
PPO_3,91080,approx_kl,0.006687038112431765
PPO_3,93840,approx_kl,1.4840692585949e-07
PPO_3,96600,approx_kl,0.006105363368988037
PPO_3,102120,approx_kl,0.02334657497704029
PPO_3,104880,approx_kl,7.922018880890391e-07
PPO_3,107640,approx_kl,0.005579786840826273
PPO_3,110400,approx_kl,0.0062539298087358475
PPO_3,113160,approx_kl,0.0891677513718605
PPO_3,118680,approx_kl,0.0036568755749613047
PPO_3,121440,approx_kl,0.007220705971121788
PPO_3,124200,approx_kl,0.022900087758898735
PPO_3,126960,approx_kl,1.933695585876194e-07
PPO_3,132480,approx_kl,0.0068224468268454075
PPO_3,135240,approx_kl,0.5928645133972168
PPO_3,138000,approx_kl,4.113800287086633e-07
PPO_3,140760,approx_kl,0.0033716007601469755
PPO_3,143520,approx_kl,0.005917165894061327
PPO_3,149040,approx_kl,3.1347942694992526e-06
PPO_3,151800,approx_kl,0.003060429124161601
PPO_3,154560,approx_kl,0.004636759404093027
PPO_3,157320,approx_kl,0.2553423345088959
PPO_3,160080,approx_kl,1.787362066352216e-06
PPO_3,165600,approx_kl,0.004252340644598007
PPO_3,168360,approx_kl,0.1007215678691864
PPO_3,171120,approx_kl,3.0646722848359786e-07
PPO_3,173880,approx_kl,0.003229827620089054
PPO_3,176640,approx_kl,0.0056876372545957565
PPO_3,182160,approx_kl,9.549484047965962e-07
PPO_3,184920,approx_kl,0.006469042506068945
PPO_3,187680,approx_kl,0.006459143478423357
PPO_3,190440,approx_kl,0.03403276950120926
PPO_3,195960,approx_kl,0.004902120679616928
PPO_3,198720,approx_kl,0.0046671717427670956
PPO_3,201480,approx_kl,0.3557867109775543
PPO_3,204240,approx_kl,2.5361798179801553e-05
PPO_3,207000,approx_kl,0.0033602258190512657
PPO_3,212520,approx_kl,0.14681144058704376
PPO_3,215280,approx_kl,6.280062279984122e-06
PPO_3,218040,approx_kl,0.002912515075877309
PPO_3,220800,approx_kl,0.0059617855586111546
PPO_3,223560,approx_kl,0.05321303382515907
PPO_3,229080,approx_kl,0.008227483369410038
PPO_3,231840,approx_kl,0.011347186751663685
PPO_3,234600,approx_kl,0.037476811558008194
PPO_3,237360,approx_kl,4.5614742703037336e-05
PPO_3,240120,approx_kl,0.03251216933131218
PPO_3,245640,approx_kl,0.001980419736355543
PPO_3,248400,approx_kl,7.223823672575236e-08
PPO_3,251160,approx_kl,0.007578704971820116
PPO_3,253920,approx_kl,0.0037990203127264977
PPO_3,259440,approx_kl,2.640960929056746e-06
PPO_3,262200,approx_kl,0.007356876041740179
PPO_3,264960,approx_kl,0.0031778905540704727
PPO_3,267720,approx_kl,0.003846383886411786
PPO_3,270480,approx_kl,2.196064087911509e-06
PPO_3,276000,approx_kl,0.0026591094210743904
PPO_3,278760,approx_kl,0.00549453916028142
PPO_3,281520,approx_kl,2.475752296504652e-07
PPO_3,284280,approx_kl,0.005236149299889803
PPO_3,287040,approx_kl,0.0018532238900661469
PPO_3,292560,approx_kl,7.934328749570341e-08
PPO_3,295320,approx_kl,0.002630141330882907
PPO_3,298080,approx_kl,0.0034090522676706314
PPO_3,300840,approx_kl,0.018110498785972595
PPO_3,303600,approx_kl,5.145564955455484e-06
PPO_3,309120,approx_kl,0.004260180052369833
PPO_3,311880,approx_kl,0.00460681552067399
PPO_3,314640,approx_kl,1.4254579809858114e-06
PPO_3,317400,approx_kl,0.004878947976976633
PPO_3,322920,approx_kl,0.0003308265295345336
PPO_3,325680,approx_kl,2.0481538740568794e-06
PPO_3,328440,approx_kl,0.0056612626649439335
PPO_3,331200,approx_kl,0.005109650082886219
PPO_3,333960,approx_kl,0.005582598503679037
PPO_3,339480,approx_kl,0.0038762215990573168
PPO_3,342240,approx_kl,0.001552802394144237
PPO_3,345000,approx_kl,0.011256116442382336
PPO_3,347760,approx_kl,1.5062914826557972e-06
PPO_3,350520,approx_kl,0.0014235638082027435
PPO_3,356040,approx_kl,0.003595292568206787
PPO_3,358800,approx_kl,6.783267849641561e-07
PPO_3,361560,approx_kl,0.0038130616303533316
PPO_3,364320,approx_kl,0.0057726032100617886
PPO_3,367080,approx_kl,0.0020136870443820953
PPO_3,372600,approx_kl,0.005996684078127146
PPO_3,375360,approx_kl,0.004248572047799826
PPO_3,378120,approx_kl,0.00944637693464756
PPO_3,380880,approx_kl,1.1057612027798314e-05
PPO_3,386400,approx_kl,0.005536578129976988
PPO_3,389160,approx_kl,0.0673748329281807
PPO_3,391920,approx_kl,4.1702955968503375e-06
PPO_3,394680,approx_kl,0.007091132458299398
PPO_3,397440,approx_kl,0.0035311290994286537
PPO_3,402960,approx_kl,9.229217539541423e-06
PPO_3,405720,approx_kl,0.006253268104046583
PPO_3,408480,approx_kl,0.0034699970856308937
PPO_3,411240,approx_kl,0.03202926367521286
PPO_3,414000,approx_kl,1.0522659977141302e-05
PPO_3,419520,approx_kl,0.004712323192507029
PPO_3,422280,approx_kl,0.02510143630206585
PPO_3,425040,approx_kl,1.2975994650332723e-05
PPO_3,427800,approx_kl,0.005516269709914923
PPO_3,430560,approx_kl,0.00265861744992435
PPO_3,436080,approx_kl,5.19619497936219e-05
PPO_3,438840,approx_kl,0.009462064132094383
PPO_3,441600,approx_kl,0.005605276674032211
PPO_3,444360,approx_kl,0.0028777839615941048
PPO_3,449880,approx_kl,0.004264565650373697
PPO_3,452640,approx_kl,0.0033034253865480423
PPO_3,455400,approx_kl,0.028064588084816933
PPO_3,458160,approx_kl,1.3928568478149828e-05
PPO_3,460920,approx_kl,0.0060523319989442825
PPO_3,466440,approx_kl,0.0028832440730184317
PPO_3,469200,approx_kl,3.2056654163170606e-05
PPO_3,471960,approx_kl,0.007370128761976957
PPO_3,474720,approx_kl,0.006849365308880806
PPO_3,477480,approx_kl,0.0035664334427565336
PPO_3,483000,approx_kl,0.012761521153151989
PPO_3,485760,approx_kl,0.006679633166640997
PPO_3,488520,approx_kl,0.003971116151660681
PPO_3,491280,approx_kl,3.0329088986036368e-05
PPO_3,494040,approx_kl,0.01754247024655342
PPO_3,499560,approx_kl,0.010005882941186428
PPO_3,502320,approx_kl,4.6726586333534215e-06
PPO_3,505080,approx_kl,0.014706802554428577
PPO_3,507840,approx_kl,0.008187996223568916
PPO_3,513360,approx_kl,4.0651295421412215e-05
PPO_3,516120,approx_kl,0.008277259767055511
PPO_3,518880,approx_kl,0.0023494509514421225
PPO_3,521640,approx_kl,0.060263026505708694
PPO_3,524400,approx_kl,2.002107066800818e-05
PPO_3,529920,approx_kl,0.005371573846787214
PPO_3,532680,approx_kl,0.004276080057024956
PPO_3,535440,approx_kl,1.738673927320633e-05
PPO_3,538200,approx_kl,0.016499636694788933
PPO_3,540960,approx_kl,0.005553360562771559
PPO_3,546480,approx_kl,3.064961492782459e-05
PPO_3,549240,approx_kl,0.06843608617782593
PPO_3,552000,approx_kl,0.005007486324757338
PPO_3,554760,approx_kl,0.009092388674616814
PPO_3,557520,approx_kl,8.625979717180599e-06
PPO_3,563040,approx_kl,0.013436623848974705
PPO_3,565800,approx_kl,0.052028413861989975
PPO_3,568560,approx_kl,2.457525397403515e-06
PPO_3,571320,approx_kl,0.014187022112309933
