run,n_updates,total_timesteps,peak_value_loss,final_value_loss,final_explained_variance,peak_explained_variance,final_entropy,initial_entropy,final_approx_kl,final_std,peak_ep_rew_mean,convergence_step_ev_0_9,oscillation_index
live_seed_1,4,11040.0,482.52439168294273,142.8137056986491,0.04065287113189697,0.06364661455154419,-4.265943288803101,,0.0020029081497341394,,,,
